Depth,Ice age (a B1950),Ice age std (a),Gas age (a B1950),Gas age std (a),Accu. Rate (m ie),Thinning,LIDIE
2162.00,163565.00,2875.61,159406.00,2745.82,0.0142,0.6150,58.05
2164.00,163794.00,2918.18,159716.00,2735.57,0.0137,0.6157,57.34
2166.00,164032.00,2946.63,160023.00,2723.81,0.0133,0.6165,57.65
2168.00,164276.00,2903.71,160243.00,2719.35,0.0137,0.6167,58.12
2170.00,164513.00,2857.45,160450.00,2684.59,0.0141,0.6169,58.41
2172.00,164744.00,2798.00,160669.00,2617.86,0.0144,0.6171,58.71
2174.00,164968.00,2718.97,160883.00,2537.78,0.0151,0.6174,59.14
2176.00,165183.00,2744.88,161077.00,2572.49,0.0164,0.6180,59.19
2178.00,165380.00,2739.99,161306.00,2557.53,0.0151,0.6182,59.59
2180.00,165594.00,2770.47,161513.00,2530.66,0.0154,0.6183,59.79
2182.00,165805.00,2734.52,161727.00,2503.15,0.0144,0.6188,60.23
2184.00,166029.00,2685.17,161908.00,2578.61,0.0146,0.6196,60.64
2186.00,166250.00,2625.63,162082.00,2600.05,0.0147,0.6202,60.86
2188.00,166469.00,2614.32,162275.00,2693.49,0.0142,0.6210,60.97
2190.00,166697.00,2584.60,162470.00,2705.95,0.0141,0.6216,60.92
2192.00,166925.00,2601.74,162687.00,2805.51,0.0134,0.6221,60.94
2194.00,167164.00,2588.25,162894.00,2837.77,0.0132,0.6226,61.14
2196.00,167408.00,2545.89,163101.00,2859.67,0.0139,0.6236,61.16
2198.00,167638.00,2531.12,163318.00,2899.05,0.0138,0.6249,61.34
2200.00,167869.00,2553.45,163527.00,2868.77,0.0144,0.6259,61.46
2202.00,168092.00,2601.36,163741.00,2906.95,0.0145,0.6254,61.52
2204.00,168313.00,2583.31,163975.00,2956.59,0.0140,0.6258,61.83
2206.00,168540.00,2571.39,164191.00,2918.64,0.0146,0.6262,62.05
2208.00,168759.00,2555.98,164412.00,2879.96,0.0146,0.6262,62.34
2210.00,168978.00,2542.27,164625.00,2832.65,0.0150,0.6257,62.59
2212.00,169191.00,2562.03,164837.00,2770.75,0.0153,0.6258,62.69
2214.00,169400.00,2582.24,165051.00,2686.42,0.0147,0.6261,63.01
2216.00,169618.00,2604.57,165237.00,2768.81,0.0153,0.6254,63.20
2218.00,169826.00,2651.39,165431.00,2729.76,0.0152,0.6249,63.35
2220.00,170036.00,2658.39,165638.00,2781.37,0.0152,0.6248,63.59
2222.00,170247.00,2608.43,165835.00,2725.96,0.0160,0.6249,63.90
2224.00,170448.00,2582.83,166036.00,2683.63,0.0169,0.6250,64.01
2226.00,170637.00,2558.59,166250.00,2625.63,0.0165,0.6242,64.12
2228.00,170831.00,2523.56,166467.00,2614.66,0.0161,0.6233,64.43
2230.00,171030.00,2461.38,166679.00,2582.87,0.0168,0.6235,64.80
2232.00,171221.00,2438.28,166879.00,2601.98,0.0170,0.6234,65.04
2234.00,171410.00,2386.79,167099.00,2600.85,0.0182,0.6237,64.60
2236.00,171586.00,2410.76,167372.00,2548.23,0.0171,0.6237,64.17
2238.00,171773.00,2440.81,167636.00,2530.84,0.0163,0.6233,63.78
2240.00,171970.00,2459.03,167897.00,2556.10,0.0157,0.6236,63.67
2242.00,172174.00,2435.20,168125.00,2608.95,0.0167,0.6234,63.39
2244.00,172366.00,2457.68,168367.00,2575.87,0.0167,0.6231,63.01
2246.00,172558.00,2505.31,168621.00,2569.29,0.0160,0.6226,62.62
2248.00,172758.00,2519.29,168870.00,2545.31,0.0152,0.6226,62.63
2250.00,172969.00,2562.03,169085.00,2539.26,0.0164,0.6229,62.58
2252.00,173165.00,2577.15,169298.00,2585.13,0.0161,0.6216,62.74
2254.00,173365.00,2618.94,169509.00,2579.15,0.0159,0.6213,62.72
2256.00,173568.00,2636.71,169725.00,2629.67,0.0148,0.6208,62.88
2258.00,173786.00,2577.19,169928.00,2673.14,0.0144,0.6196,63.29
2260.00,174010.00,2562.71,170119.00,2647.24,0.0152,0.6200,63.54
2262.00,174223.00,2544.24,170308.00,2590.18,0.0151,0.6204,63.80
2264.00,174436.00,2547.98,170487.00,2580.74,0.0151,0.6200,64.13
2266.00,174650.00,2562.78,170661.00,2555.10,0.0157,0.6188,64.23
2268.00,174856.00,2600.86,170856.00,2518.90,0.0156,0.6192,64.61
2270.00,175064.00,2586.86,171029.00,2461.46,0.0169,0.6194,64.61
2272.00,175254.00,2581.59,171219.00,2438.78,0.0164,0.6194,64.70
2274.00,175452.00,2522.32,171402.00,2385.80,0.0162,0.6189,64.94
2276.00,175651.00,2441.46,171569.00,2407.98,0.0168,0.6184,65.00
2278.00,175843.00,2392.33,171755.00,2438.30,0.0165,0.6190,65.14
2280.00,176039.00,2361.90,171939.00,2464.13,0.0168,0.6192,65.18
2282.00,176231.00,2379.43,172137.00,2431.96,0.0165,0.6189,65.06
2284.00,176427.00,2347.94,172340.00,2449.72,0.0153,0.6183,65.44
2286.00,176639.00,2348.00,172513.00,2502.89,0.0166,0.6170,65.16
2288.00,176833.00,2367.94,172738.00,2515.18,0.0152,0.6163,64.88
2290.00,177047.00,2370.75,172971.00,2562.39,0.0148,0.6161,63.93
2292.00,177266.00,2375.56,173226.00,2581.82,0.0148,0.6151,62.86
2294.00,177487.00,2401.35,173500.00,2655.07,0.0145,0.6126,61.84
2296.00,177711.00,2426.12,173799.00,2573.54,0.0148,0.6118,61.13
2298.00,177933.00,2461.00,174074.00,2559.44,0.0151,0.6114,61.71
2300.00,178150.00,2497.00,174252.00,2541.29,0.0153,0.6099,62.22
2302.00,178364.00,2531.03,174442.00,2548.19,0.0146,0.6079,63.02
2304.00,178590.00,2568.66,174617.00,2551.40,0.0151,0.6061,63.65
2306.00,178808.00,2610.64,174796.00,2613.55,0.0146,0.6048,64.26
2308.00,179035.00,2586.74,174974.00,2575.78,0.0137,0.6036,64.44
2310.00,179277.00,2513.39,175169.00,2599.89,0.0135,0.6011,64.45
2312.00,179524.00,2486.60,175379.00,2555.02,0.0150,0.6001,64.09
2314.00,179746.00,2464.40,175605.00,2453.67,0.0154,0.5991,63.71
2316.00,179963.00,2427.13,175828.00,2394.79,0.0159,0.5979,63.50
2318.00,180174.00,2393.25,176042.00,2361.41,0.0174,0.5966,62.83
2320.00,180367.00,2445.12,176282.00,2384.27,0.0160,0.5950,62.50
2322.00,180577.00,2435.81,176513.00,2326.35,0.0161,0.5942,62.23
2324.00,180786.00,2425.98,176738.00,2365.20,0.0164,0.5925,62.01
2326.00,180992.00,2427.16,176968.00,2371.80,0.0170,0.5916,61.71
2328.00,181190.00,2434.58,177211.00,2368.60,0.0172,0.5902,61.69
2330.00,181387.00,2541.97,177441.00,2397.48,0.0155,0.5888,62.56
2332.00,181606.00,2501.09,177618.00,2412.61,0.0166,0.5859,62.86
2334.00,181812.00,2546.76,177841.00,2444.82,0.0156,0.5838,63.22
2336.00,182033.00,2571.22,178051.00,2481.80,0.0151,0.5810,63.16
2338.00,182261.00,2590.30,178290.00,2518.61,0.0140,0.5778,62.18
2340.00,182508.00,2556.69,178598.00,2570.01,0.0144,0.5757,61.00
2342.00,182749.00,2546.79,178908.00,2629.94,0.0143,0.5732,59.87
2344.00,182992.00,2579.31,179239.00,2517.58,0.0142,0.5704,58.64
2346.00,183239.00,2558.60,179585.00,2479.93,0.0134,0.5674,57.85
2348.00,183501.00,2530.54,179873.00,2452.13,0.0139,0.5662,57.16
2350.00,183755.00,2522.28,180135.00,2379.10,0.0136,0.5636,57.62
2352.00,184016.00,2456.17,180321.00,2447.48,0.0138,0.5618,58.37
2354.00,184274.00,2488.44,180493.00,2438.61,0.0147,0.5596,58.69
2356.00,184517.00,2464.56,180698.00,2431.74,0.0131,0.5575,59.49
2358.00,184790.00,2417.67,180872.00,2420.38,0.0138,0.5557,60.18
2360.00,185052.00,2415.27,181047.00,2430.30,0.0137,0.5539,60.83
2362.00,185316.00,2357.62,181220.00,2435.49,0.0133,0.5511,61.75
2364.00,185589.00,2298.83,181384.00,2542.96,0.0136,0.5493,62.63
2366.00,185857.00,2238.64,181562.00,2486.29,0.0137,0.5488,63.42
2368.00,186123.00,2186.70,181729.00,2541.90,0.0136,0.5474,63.78
2370.00,186392.00,2156.28,181932.00,2553.74,0.0138,0.5452,63.41
2372.00,186658.00,2143.79,182196.00,2599.60,0.0141,0.5423,62.97
2374.00,186919.00,2138.79,182490.00,2557.43,0.0143,0.5404,62.34
2376.00,187179.00,2136.48,182787.00,2545.21,0.0137,0.5381,61.99
2378.00,187450.00,2112.15,183072.00,2592.49,0.0147,0.5356,61.44
2380.00,187705.00,2114.33,183382.00,2529.62,0.0144,0.5322,60.71
2382.00,187966.00,2118.37,183716.00,2532.21,0.0140,0.5289,59.98
2384.00,188236.00,2112.83,184051.00,2447.16,0.0141,0.5259,59.33
2386.00,188506.00,2098.55,184371.00,2506.52,0.0146,0.5225,58.84
2388.00,188769.00,2096.66,184689.00,2415.47,0.0155,0.5196,58.24
2390.00,189016.00,2118.34,185018.00,2422.61,0.0149,0.5166,57.96
2392.00,189276.00,2116.81,185324.00,2355.87,0.0159,0.5135,57.54
2394.00,189522.00,2114.23,185650.00,2285.78,0.0158,0.5105,57.27
2396.00,189770.00,2062.68,185959.00,2215.57,0.0166,0.5075,57.14
2398.00,190007.00,2006.34,186258.00,2163.03,0.0181,0.5046,56.88
2400.00,190227.00,1975.20,186564.00,2147.60,0.0184,0.5016,57.09
2402.00,190444.00,1968.55,186836.00,2136.51,0.0200,0.4990,57.12
2404.00,190644.00,1975.94,187114.00,2144.11,0.0179,0.4964,57.32
2406.00,190869.00,1973.90,187388.00,2111.91,0.0171,0.4940,57.64
2408.00,191105.00,1962.19,187645.00,2112.91,0.0171,0.4916,58.02
2410.00,191343.00,1948.70,187898.00,2118.93,0.0174,0.4890,58.42
2412.00,191578.00,1965.63,188160.00,2116.76,0.0179,0.4865,58.60
2414.00,191808.00,1988.14,188437.00,2102.45,0.0168,0.4840,58.91
2416.00,192054.00,1989.15,188702.00,2087.54,0.0163,0.4814,59.39
2418.00,192309.00,1971.85,188943.00,2120.40,0.0168,0.4790,59.62
2420.00,192557.00,1970.06,189204.00,2113.04,0.0159,0.4765,59.93
2422.00,192821.00,1956.40,189454.00,2126.09,0.0155,0.4740,60.48
2424.00,193093.00,1944.60,189688.00,2085.35,0.0165,0.4715,60.86
2426.00,193350.00,1929.78,189925.00,2020.10,0.0166,0.4692,61.43
2428.00,193607.00,1915.92,190137.00,1984.82,0.0177,0.4669,61.87
2430.00,193849.00,1913.12,190348.00,1962.28,0.0181,0.4645,62.24
2432.00,194087.00,1906.55,190553.00,1975.68,0.0184,0.4623,61.56
2434.00,194322.00,1940.28,190818.00,1976.44,0.0175,0.4602,60.88
2436.00,194570.00,1955.22,191104.00,1962.28,0.0179,0.4576,60.04
2438.00,194814.00,2001.19,191405.00,1945.21,0.0174,0.4552,59.12
2440.00,195067.00,1997.03,191703.00,1980.38,0.0163,0.4534,59.06
2442.00,195337.00,1995.11,191958.00,1999.28,0.0165,0.4517,59.44
2444.00,195605.00,1991.69,192201.00,1973.63,0.0167,0.4497,59.80
2446.00,195871.00,1966.72,192446.00,1969.58,0.0168,0.4479,60.30
2448.00,196136.00,1943.91,192688.00,1970.62,0.0178,0.4462,60.75
2450.00,196388.00,1950.96,192942.00,1943.42,0.0186,0.4446,60.98
2452.00,196630.00,1955.87,193207.00,1945.49,0.0176,0.4432,61.64
2454.00,196886.00,1941.94,193437.00,1920.17,0.0180,0.4420,62.33
2456.00,197137.00,1930.84,193661.00,1914.55,0.0185,0.4407,63.03
2458.00,197382.00,1925.48,193875.00,1912.91,0.0189,0.4393,63.78
2460.00,197623.00,1913.64,194085.00,1906.18,0.0197,0.4382,64.53
2462.00,197854.00,1908.50,194289.00,1940.08,0.0199,0.4372,65.87
2464.00,198085.00,1898.51,194471.00,1941.20,0.0207,0.4362,67.20
2466.00,198306.00,1912.44,194654.00,1967.12,0.0212,0.4354,68.31
2468.00,198523.00,1910.98,194848.00,2008.24,0.0202,0.4346,68.76
2470.00,198750.00,1906.68,195083.00,1996.22,0.0204,0.4339,68.52
2472.00,198976.00,1890.75,195373.00,1994.95,0.0206,0.4331,68.40
2474.00,199200.00,1882.20,195654.00,1990.99,0.0216,0.4321,68.15
2476.00,199415.00,1882.24,195945.00,1958.44,0.0219,0.4306,67.83
2478.00,199627.00,1876.17,196236.00,1936.32,0.0221,0.4292,67.63
2480.00,199838.00,1878.34,196506.00,1962.34,0.0229,0.4283,67.23
2482.00,200042.00,1880.84,196784.00,1947.83,0.0221,0.4273,66.91
2484.00,200253.00,1884.88,197062.00,1931.70,0.0219,0.4262,66.79
2486.00,200468.00,1864.77,197325.00,1928.67,0.0230,0.4253,66.65
2488.00,200673.00,1872.28,197581.00,1914.48,0.0240,0.4245,66.36
2490.00,200869.00,1883.44,197835.00,1909.37,0.0234,0.4236,66.18
2492.00,201070.00,1885.40,198081.00,1898.29,0.0232,0.4226,66.03
2494.00,201274.00,1880.01,198316.00,1913.10,0.0232,0.4216,65.94
2496.00,201479.00,1878.62,198545.00,1910.75,0.0237,0.4206,65.63
2498.00,201680.00,1887.42,198795.00,1905.80,0.0225,0.4198,64.49
2500.00,201891.00,1891.63,199081.00,1882.11,0.0228,0.4191,62.11
2502.00,202101.00,1871.76,199411.00,1882.34,0.0229,0.4187,60.45
2504.00,202310.00,1869.98,199700.00,1874.10,0.0233,0.4183,60.03
2506.00,202515.00,1874.66,199929.00,1881.12,0.0234,0.4178,59.50
2508.00,202719.00,1884.55,200163.00,1893.39,0.0227,0.4170,64.95
2510.00,202931.00,1896.97,200139.00,1880.59,0.0221,0.4162,61.97
2512.00,203148.00,1902.59,200489.00,1862.76,0.0216,0.4156,59.12
2514.00,203371.00,1918.34,200813.00,1879.58,0.0222,0.4148,62.31
2516.00,203588.00,1903.16,200884.00,1884.51,0.0214,0.4139,65.76
2518.00,203815.00,1907.71,200948.00,1887.12,0.0222,0.4131,65.41
2520.00,204033.00,1912.48,201170.00,1884.00,0.0218,0.4120,64.96
2522.00,204256.00,1915.36,201401.00,1875.15,0.0206,0.4105,64.66
2524.00,204492.00,1920.88,201625.00,1885.15,0.0205,0.4095,63.78
2526.00,204730.00,1932.34,201879.00,1895.67,0.0197,0.4081,67.27
2528.00,204979.00,1953.63,201949.00,1873.06,0.0192,0.4065,61.72
2530.00,205235.00,1979.49,202403.00,1869.18,0.0182,0.4052,60.76
2532.00,205506.00,1977.41,202656.00,1881.58,0.0189,0.4038,61.73
2534.00,205767.00,1988.92,202833.00,1889.90,0.0187,0.4016,62.79
2536.00,206033.00,1992.40,203016.00,1903.17,0.0192,0.3998,63.75
2538.00,206294.00,2003.74,203206.00,1902.33,0.0192,0.3978,64.66
2540.00,206555.00,2015.51,203401.00,1921.27,0.0190,0.3959,65.60
2542.00,206821.00,2025.53,203592.00,1902.84,0.0189,0.3940,59.55
2544.00,207091.00,2024.10,204092.00,1913.79,0.0195,0.3920,58.34
2546.00,207352.00,2031.66,204389.00,1916.64,0.0196,0.3906,57.20
2548.00,207614.00,2033.49,204690.00,1929.01,0.0200,0.3886,57.10
2550.00,207871.00,2040.03,204956.00,1950.87,0.0202,0.3872,57.48
2552.00,208126.00,2045.76,205202.00,1980.18,0.0202,0.3854,58.02
2554.00,208383.00,2040.28,205457.00,1974.82,0.0213,0.3837,58.32
2556.00,208628.00,2054.58,205718.00,1988.62,0.0206,0.3818,58.62
2558.00,208882.00,2064.65,205983.00,1990.22,0.0202,0.3795,59.00
2560.00,209143.00,2063.81,206243.00,2001.52,0.0207,0.3770,59.47
2562.00,209399.00,2056.20,206500.00,2012.83,0.0220,0.3744,59.72
2564.00,209642.00,2062.86,206774.00,2026.18,0.0216,0.3720,60.07
2566.00,209890.00,2064.02,207044.00,2022.50,0.0221,0.3695,60.54
2568.00,210136.00,2081.05,207304.00,2031.47,0.0228,0.3671,60.84
2570.00,210375.00,2077.07,207570.00,2032.48,0.0219,0.3645,61.27
2572.00,210626.00,2074.16,207828.00,2038.50,0.0221,0.3622,61.71
2574.00,210876.00,2073.87,208082.00,2047.50,0.0223,0.3598,62.13
2576.00,211125.00,2068.66,208337.00,2037.49,0.0224,0.3574,62.66
2578.00,211375.00,2064.00,208579.00,2052.27,0.0233,0.3552,63.02
2580.00,211617.00,2063.71,208833.00,2064.37,0.0229,0.3530,63.38
2582.00,211864.00,2063.51,209094.00,2065.84,0.0235,0.3509,63.63
2584.00,212107.00,2056.60,209357.00,2054.82,0.0235,0.3487,63.95
2586.00,212351.00,2054.51,209605.00,2063.03,0.0240,0.3466,64.13
2588.00,212591.00,2049.98,209862.00,2061.85,0.0235,0.3446,64.25
2590.00,212838.00,2045.40,210119.00,2081.34,0.0237,0.3426,63.81
2592.00,213084.00,2044.06,210393.00,2076.78,0.0238,0.3405,63.46
2594.00,213331.00,2042.29,210675.00,2073.61,0.0244,0.3385,63.03
2596.00,213573.00,2037.85,210958.00,2073.98,0.0244,0.3366,62.59
2598.00,213817.00,2037.83,211241.00,2064.97,0.0243,0.3347,62.17
2600.00,214062.00,2036.48,211519.00,2062.95,0.0244,0.3329,61.49
2602.00,214308.00,2035.73,211806.00,2065.17,0.0247,0.3315,59.88
2604.00,214553.00,2032.07,212125.00,2056.08,0.0243,0.3301,58.40
2606.00,214802.00,2024.98,212437.00,2053.90,0.0252,0.3288,56.85
2608.00,215043.00,2023.96,212752.00,2045.86,0.0253,0.3275,55.16
2610.00,215284.00,2031.13,213075.00,2044.13,0.0243,0.3262,56.27
2612.00,215537.00,2041.48,213287.00,2042.37,0.0234,0.3248,58.37
2614.00,215800.00,2035.18,213457.00,2042.06,0.0230,0.3235,60.55
2616.00,216069.00,2021.09,213624.00,2036.01,0.0232,0.3220,62.92
2618.00,216337.00,2012.73,213785.00,2037.88,0.0250,0.3205,64.79
2620.00,216587.00,2010.35,213969.00,2037.60,0.0252,0.3189,65.71
2622.00,216835.00,2010.10,214191.00,2034.95,0.0255,0.3173,66.57
2624.00,217083.00,2024.48,214416.00,2036.43,0.0252,0.3157,67.42
2626.00,217334.00,2040.34,214642.00,2029.23,0.0250,0.3140,68.06
2628.00,217589.00,2042.27,214877.00,2022.97,0.0231,0.3125,67.12
2630.00,217866.00,2051.77,215166.00,2024.69,0.0234,0.3111,65.43
2632.00,218141.00,2036.60,215492.00,2042.55,0.0230,0.3098,63.60
2634.00,218422.00,2056.40,215841.00,2034.20,0.0215,0.3085,61.94
2636.00,218724.00,2084.94,216189.00,2014.23,0.0212,0.3073,60.35
2638.00,219031.00,2079.87,216519.00,2010.89,0.0214,0.3060,59.52
2640.00,219337.00,2151.69,216809.00,2008.58,0.0208,0.3047,59.09
2642.00,219653.00,2228.42,217082.00,2024.45,0.0210,0.3031,58.57
2644.00,219967.00,2244.06,217365.00,2042.32,0.0189,0.3016,59.14
2646.00,220317.00,2276.74,217612.00,2042.26,0.0189,0.3001,59.56
2648.00,220670.00,2286.30,217884.00,2052.41,0.0180,0.2985,60.22
2650.00,221042.00,2327.25,218144.00,2036.37,0.0187,0.2970,60.61
2652.00,221401.00,2366.55,218421.00,2056.37,0.0179,0.2956,60.90
2654.00,221779.00,2383.17,218723.00,2084.95,0.0173,0.2943,61.05
2656.00,222172.00,2361.07,219036.00,2079.79,0.0162,0.2932,61.40
2658.00,222593.00,2325.00,219337.00,2151.65,0.0161,0.2918,61.50
2660.00,223019.00,2317.64,219661.00,2230.45,0.0147,0.2908,61.70
2662.00,223487.00,2314.18,219977.00,2244.52,0.0154,0.2894,60.97
2664.00,223935.00,2348.19,220380.00,2282.64,0.0151,0.2883,60.21
2666.00,224395.00,2407.34,220789.00,2287.80,0.0144,0.2872,59.57
2668.00,224877.00,2500.75,221202.00,2352.10,0.0144,0.2861,58.99
2670.00,225364.00,2550.91,221613.00,2381.91,0.0145,0.2850,58.77
2672.00,225847.00,2482.33,222025.00,2385.04,0.0153,0.2838,59.38
2674.00,226307.00,2393.30,222413.00,2321.73,0.0166,0.2826,59.79
2676.00,226734.00,2357.26,222828.00,2329.28,0.0166,0.2816,60.35
2678.00,227161.00,2413.38,223255.00,2303.21,0.0174,0.2799,60.60
2680.00,227571.00,2479.25,223719.00,2325.14,0.0164,0.2789,61.40
2682.00,228007.00,2476.76,224137.00,2369.81,0.0168,0.2775,62.13
2684.00,228436.00,2457.42,224578.00,2433.91,0.0159,0.2761,62.83
2686.00,228891.00,2429.89,225037.00,2536.44,0.0146,0.2748,62.96
2688.00,229390.00,2393.62,225533.00,2558.39,0.0144,0.2736,62.96
2690.00,229897.00,2345.38,226025.00,2439.18,0.0150,0.2724,62.93
2692.00,230387.00,2303.24,226490.00,2363.47,0.0160,0.2715,62.79
2694.00,230848.00,2304.77,226937.00,2352.09,0.0156,0.2704,63.32
2696.00,231321.00,2321.57,227342.00,2462.66,0.0144,0.2693,64.32
2698.00,231835.00,2295.26,227718.00,2489.93,0.0147,0.2682,65.27
2700.00,232342.00,2263.85,228113.00,2471.95,0.0152,0.2670,65.10
2702.00,232835.00,2249.06,228576.00,2451.13,0.0160,0.2659,64.35
2704.00,233305.00,2238.58,229114.00,2414.84,0.0164,0.2645,63.68
2706.00,233765.00,2228.61,229683.00,2371.09,0.0166,0.2633,63.45
2708.00,234224.00,2214.49,230214.00,2307.25,0.0170,0.2619,63.39
2710.00,234674.00,2207.75,230709.00,2295.80,0.0179,0.2610,63.24
2712.00,235101.00,2229.99,231201.00,2327.56,0.0182,0.2601,62.46
2714.00,235524.00,2253.44,231773.00,2299.12,0.0190,0.2591,61.36
2716.00,235929.00,2243.69,232367.00,2262.32,0.0194,0.2581,60.27
2718.00,236328.00,2277.41,232939.00,2246.13,0.0198,0.2570,59.26
2720.00,236721.00,2272.15,233482.00,2234.92,0.0205,0.2560,58.16
2722.00,237101.00,2287.72,234020.00,2222.92,0.0204,0.2548,57.25
2724.00,237485.00,2274.45,234541.00,2201.29,0.0215,0.2535,56.35
2726.00,237852.00,2270.23,235040.00,2225.61,0.0226,0.2522,59.95
2728.00,238202.00,2300.42,235287.00,2269.41,0.0221,0.2507,68.32
2730.00,238563.00,2352.16,235286.00,2243.19,0.0230,0.2497,66.38
2732.00,238911.00,2471.59,235813.00,2233.91,0.0225,0.2488,64.58
2734.00,239267.00,2624.89,236314.00,2276.17,0.0222,0.2480,70.18
2736.00,239630.00,2790.49,236445.00,2288.14,0.0234,0.2473,72.75
2738.00,239975.00,2862.09,236723.00,2272.05,0.0229,0.2467,73.35
2740.00,240330.00,2770.91,237083.00,2288.37,0.0232,0.2460,74.06
2742.00,240681.00,2705.85,237444.00,2275.55,0.0242,0.2452,74.55
2744.00,241017.00,2640.37,237800.00,2265.97,0.0247,0.2446,74.92
2746.00,241348.00,2531.43,238146.00,2294.51,0.0249,0.2441,75.34
2748.00,241678.00,2418.34,238493.00,2330.82,0.0263,0.2434,76.02
2750.00,241990.00,2322.01,238824.00,2431.59,0.0272,0.2427,76.74
2752.00,242293.00,2233.22,239156.00,2584.35,0.0276,0.2419,78.67
2754.00,242593.00,2168.41,239443.00,2688.98,0.0296,0.2412,81.03
2756.00,242874.00,2136.09,239708.00,2832.69,0.0302,0.2406,82.53
2758.00,243149.00,2112.95,240000.00,2864.82,0.0299,0.2399,83.05
2760.00,243427.00,2095.57,240343.00,2767.03,0.0293,0.2387,81.40
2762.00,243713.00,2084.75,240776.00,2688.53,0.0289,0.2377,81.18
2764.00,244004.00,2085.41,241134.00,2617.18,0.0283,0.2369,81.49
2766.00,244302.00,2101.49,241463.00,2485.48,0.0278,0.2362,80.77
2768.00,244607.00,2121.18,241822.00,2373.12,0.0271,0.2356,80.25
2770.00,244921.00,2128.34,242156.00,2271.55,0.0252,0.2353,80.13
2772.00,245258.00,2136.74,242465.00,2185.35,0.0233,0.2352,80.08
2774.00,245623.00,2158.05,242757.00,2146.79,0.0226,0.2349,79.33
2776.00,246000.00,2182.32,243061.00,2118.92,0.0210,0.2346,78.65
2778.00,246405.00,2287.62,243365.00,2098.18,0.0203,0.2343,77.59
2780.00,246825.00,2402.61,243688.00,2084.71,0.0191,0.2332,77.31
2782.00,247275.00,2454.76,244000.00,2085.17,0.0175,0.2323,76.33
2784.00,247767.00,2447.72,244343.00,2103.72,0.0166,0.2323,76.02
2786.00,248286.00,2452.01,244660.00,2124.69,0.0171,0.2327,75.83
2788.00,248788.00,2448.35,244980.00,2129.17,0.0173,0.2337,76.45
2790.00,249281.00,2437.48,245282.00,2137.39,0.0185,0.2345,75.95
2792.00,249743.00,2484.74,245658.00,2160.16,0.0180,0.2354,74.98
2794.00,250215.00,2530.86,246071.00,2186.96,0.0168,0.2360,73.69
2796.00,250720.00,2588.26,246533.00,2326.27,0.0158,0.2366,73.18
2798.00,251256.00,2654.52,246980.00,2443.15,0.0156,0.2369,72.04
2800.00,251798.00,2631.70,247504.00,2463.79,0.0158,0.2370,71.46
2802.00,252330.00,2577.57,248043.00,2430.80,0.0161,0.2372,71.54
2804.00,252854.00,2534.26,248544.00,2474.63,0.0154,0.2374,72.56
2806.00,253399.00,2506.18,248979.00,2427.81,0.0158,0.2376,72.62
2808.00,253931.00,2445.62,249453.00,2442.95,0.0157,0.2379,72.82
2810.00,254467.00,2416.24,249902.00,2507.75,0.0159,0.2389,72.17
2812.00,254994.00,2465.26,250407.00,2545.00,0.0156,0.2398,70.58
2814.00,255527.00,2537.53,251009.00,2628.05,0.0154,0.2406,71.35
2816.00,256066.00,2538.80,251483.00,2678.83,0.0151,0.2408,72.36
2818.00,256616.00,2470.83,251952.00,2608.72,0.0157,0.2410,71.34
2820.00,257144.00,2427.07,252543.00,2560.12,0.0165,0.2411,71.10
2822.00,257646.00,2431.50,253087.00,2514.81,0.0170,0.2411,71.21
2824.00,258134.00,2432.19,253620.00,2500.04,0.0170,0.2412,71.16
2826.00,258622.00,2385.26,254156.00,2406.27,0.0187,0.2409,70.62
2828.00,259066.00,2294.86,254727.00,2424.59,0.0177,0.2410,70.73
2830.00,259535.00,2306.44,255249.00,2504.26,0.0173,0.2407,70.88
2832.00,260014.00,2371.51,255781.00,2567.83,0.0176,0.2402,70.59
2834.00,260488.00,2405.47,256353.00,2509.63,0.0171,0.2394,70.45
2836.00,260975.00,2430.13,256916.00,2426.58,0.0179,0.2381,69.91
2838.00,261446.00,2584.18,257483.00,2427.80,0.0167,0.2368,69.11
2840.00,261952.00,2713.49,258046.00,2440.57,0.0169,0.2348,68.28
2842.00,262455.00,2697.99,258614.00,2386.80,0.0168,0.2327,68.63
2844.00,262966.00,2690.92,259073.00,2293.51,0.0183,0.2315,69.71
2846.00,263438.00,2757.23,259502.00,2302.00,0.0178,0.2310,69.25
2848.00,263925.00,2846.42,260014.00,2371.51,0.0165,0.2306,68.18
2850.00,264449.00,2925.40,260556.00,2410.36,0.0161,0.2304,68.92
2852.00,264987.00,2938.17,261004.00,2431.50,0.0154,0.2303,70.55
2854.00,265552.00,2979.77,261388.00,2567.87,0.0149,0.2301,72.52
2856.00,266137.00,3025.24,261779.00,2678.42,0.0141,0.2295,75.10
2858.00,266755.00,3056.51,262144.00,2752.50,0.0136,0.2273,75.48
2860.00,267401.00,3095.79,262672.00,2659.97,0.0138,0.2252,74.77
2862.00,268046.00,3148.97,263241.00,2719.72,0.0132,0.2233,74.29
2864.00,268725.00,3168.74,263781.00,2822.54,0.0130,0.2213,73.27
2866.00,269418.00,3201.23,264392.00,2924.04,0.0129,0.2193,70.45
2868.00,270122.00,3220.28,265144.00,2941.88,0.0128,0.2177,67.52
2870.00,270842.00,3059.20,265933.00,3015.08,0.0125,0.2159,65.33
2872.00,271581.00,3071.24,266723.00,3054.57,0.0128,0.2145,63.50
2874.00,272311.00,3118.50,267523.00,3103.22,0.0129,0.2132,63.67
