Depth,Ice age (a B1950),Ice age std (a),Gas age (a B1950),Gas age std (a),Accu. Rate (m ie),Thinning,LIDIE
728.00,51027.90,1494.72,46392.10,1488.13,0.0139,0.9907,63.98
730.00,51173.10,1485.88,46426.80,1500.13,0.0141,0.9908,64.89
732.00,51316.20,1477.10,46506.80,1548.29,0.0139,0.9912,64.53
734.00,51461.20,1444.82,46677.30,1517.76,0.0140,0.9915,64.51
736.00,51605.10,1431.69,46828.70,1470.84,0.0147,0.9917,64.51
738.00,51742.60,1437.18,46976.90,1469.89,0.0149,0.9921,64.51
740.00,51877.60,1429.76,47119.50,1455.83,0.0143,0.9924,64.51
742.00,52018.40,1396.24,47263.10,1446.55,0.0141,0.9925,64.51
744.00,52160.80,1367.64,47408.90,1465.66,0.0147,0.9926,66.09
746.00,52298.10,1346.68,47440.10,1474.86,0.0149,0.9931,64.49
748.00,52433.40,1342.76,47705.90,1456.69,0.0153,0.9932,62.93
750.00,52565.10,1367.12,47980.40,1449.41,0.0147,0.9935,61.17
752.00,52701.60,1358.41,48271.40,1379.68,0.0147,0.9939,60.84
754.00,52838.20,1317.25,48445.80,1406.97,0.0154,0.9942,61.07
756.00,52969.10,1310.71,48579.00,1386.20,0.0154,0.9943,61.18
758.00,53099.60,1292.80,48720.50,1366.04,0.0156,0.9944,61.33
760.00,53228.50,1284.12,48858.20,1459.71,0.0152,0.9947,61.36
762.00,53360.60,1256.27,49008.50,1470.04,0.0152,0.9953,61.46
764.00,53492.70,1225.64,49158.20,1460.51,0.0151,0.9957,61.31
766.00,53625.70,1190.20,49327.60,1375.58,0.0153,0.9959,61.14
768.00,53756.80,1189.06,49491.60,1391.17,0.0146,0.9960,60.80
770.00,53894.10,1142.40,49664.10,1417.73,0.0155,0.9960,60.75
772.00,54023.80,1076.22,49820.40,1440.80,0.0173,0.9966,60.85
774.00,54140.00,1122.72,49965.20,1392.91,0.0153,0.9968,60.30
776.00,54271.40,1186.12,50155.90,1398.54,0.0141,0.9970,60.46
778.00,54413.50,1157.29,50290.50,1391.35,0.0147,0.9971,61.16
780.00,54549.90,1165.96,50384.40,1435.33,0.0149,0.9975,61.78
782.00,54684.60,1154.59,50482.60,1463.76,0.0152,0.9978,62.42
784.00,54816.40,1145.29,50581.10,1422.87,0.0149,0.9979,62.94
786.00,54951.20,1175.78,50684.90,1474.00,0.0156,0.9979,63.65
788.00,55079.80,1200.83,50775.00,1505.41,0.0148,0.9979,63.71
790.00,55215.00,1232.03,50913.20,1501.68,0.0141,0.9980,62.78
792.00,55357.40,1300.23,51125.90,1488.77,0.0145,0.9980,62.08
794.00,55495.70,1272.64,51319.00,1476.93,0.0134,0.9983,61.06
796.00,55645.60,1238.50,51536.10,1427.91,0.0138,0.9986,60.36
798.00,55791.30,1290.92,51723.80,1438.21,0.0151,0.9987,59.85
800.00,55923.70,1307.16,51894.10,1428.85,0.0142,0.9986,59.03
802.00,56065.20,1320.98,52093.10,1376.65,0.0138,0.9982,58.84
804.00,56210.10,1350.07,52247.40,1356.14,0.0144,0.9978,58.84
806.00,56349.50,1398.93,52385.60,1330.36,0.0141,0.9975,58.67
808.00,56491.30,1430.15,52530.80,1368.00,0.0135,0.9971,58.43
810.00,56639.90,1431.64,52684.10,1364.04,0.0137,0.9967,58.34
812.00,56786.80,1413.70,52827.90,1317.75,0.0136,0.9963,58.23
814.00,56933.90,1421.31,52968.20,1310.90,0.0141,0.9959,58.73
816.00,57076.20,1441.43,53067.40,1291.04,0.0140,0.9955,59.31
818.00,57219.70,1441.18,53161.50,1296.19,0.0138,0.9952,59.85
820.00,57365.70,1411.54,53257.30,1278.92,0.0145,0.9948,60.61
822.00,57504.30,1405.36,53341.20,1260.01,0.0150,0.9944,61.30
824.00,57638.70,1429.05,53429.30,1243.01,0.0152,0.9940,61.96
826.00,57771.40,1471.33,53520.30,1218.09,0.0149,0.9937,62.52
828.00,57906.20,1483.69,53617.10,1186.84,0.0149,0.9934,63.12
830.00,58041.70,1513.99,53711.00,1223.70,0.0156,0.9927,63.86
832.00,58170.90,1710.29,53798.40,1157.68,0.0157,0.9923,64.49
834.00,58299.10,1726.22,53894.90,1142.26,0.0155,0.9919,65.03
836.00,58429.50,1697.34,53991.00,1044.12,0.0156,0.9917,65.65
838.00,58559.10,1664.11,54075.70,1127.10,0.0158,0.9916,66.28
840.00,58686.60,1641.96,54158.00,1121.50,0.0159,0.9915,66.74
842.00,58813.50,1634.38,54260.20,1189.57,0.0167,0.9912,67.33
844.00,58934.60,1640.69,54361.10,1158.69,0.0169,0.9911,67.83
846.00,59054.10,1680.38,54466.40,1155.89,0.0159,0.9913,68.15
848.00,59181.10,1722.55,54579.90,1169.58,0.0167,0.9915,68.85
850.00,59301.80,1697.69,54666.60,1156.63,0.0156,0.9918,68.82
852.00,59431.20,1663.40,54799.80,1141.54,0.0150,0.9921,67.76
854.00,59565.80,1647.35,55001.00,1187.04,0.0153,0.9924,66.88
856.00,59697.80,1641.62,55190.10,1220.11,0.0156,0.9927,65.97
858.00,59826.80,1634.77,55393.10,1317.32,0.0157,0.9930,64.98
860.00,59955.30,1616.02,55606.50,1224.40,0.0159,0.9933,64.02
862.00,60082.10,1619.15,55818.40,1300.69,0.0159,0.9933,62.94
864.00,60208.60,1752.43,56028.30,1313.57,0.0148,0.9934,62.05
866.00,60344.90,1782.08,56235.30,1355.13,0.0141,0.9934,61.39
868.00,60487.50,1807.91,56421.60,1426.58,0.0142,0.9934,60.88
870.00,60629.20,1841.44,56604.70,1435.94,0.0138,0.9934,60.26
872.00,60775.20,1843.44,56797.10,1412.44,0.0140,0.9934,59.74
874.00,60919.50,1833.03,56980.10,1424.32,0.0141,0.9934,59.22
876.00,61061.90,1826.27,57160.20,1456.38,0.0144,0.9935,59.19
878.00,61201.40,1872.66,57306.70,1418.92,0.0146,0.9935,59.31
880.00,61339.00,1891.64,57440.10,1402.22,0.0139,0.9935,59.25
882.00,61484.10,1904.98,57580.70,1409.11,0.0137,0.9935,59.30
884.00,61631.50,1927.70,57710.70,1453.78,0.0139,0.9936,59.45
886.00,61776.60,1937.83,57834.10,1489.49,0.0136,0.9937,59.51
888.00,61924.50,1950.82,57964.70,1478.99,0.0136,0.9937,60.02
890.00,62072.80,2015.41,58064.50,1524.38,0.0133,0.9936,61.70
892.00,62223.60,2002.24,58086.20,1564.25,0.0125,0.9936,63.22
894.00,62385.30,1953.39,58118.40,1608.33,0.0130,0.9936,65.05
896.00,62540.00,1938.20,58129.80,1646.04,0.0132,0.9936,66.79
898.00,62692.20,1923.93,58147.50,1673.31,0.0130,0.9934,68.41
900.00,62847.40,1894.79,58173.60,1714.63,0.0128,0.9934,70.05
902.00,63004.30,1922.72,58197.10,1746.41,0.0134,0.9931,69.28
904.00,63154.50,1938.95,58377.40,1710.71,0.0128,0.9927,67.33
906.00,63311.40,1983.88,58633.00,1645.17,0.0126,0.9919,65.10
908.00,63471.20,2030.58,58900.00,1629.21,0.0121,0.9905,62.40
910.00,63637.70,1998.94,59193.10,1726.52,0.0117,0.9892,59.96
912.00,63810.10,2004.38,59477.30,1651.19,0.0122,0.9885,58.10
914.00,63976.10,2029.11,59734.10,1640.04,0.0123,0.9879,58.22
916.00,64140.70,2070.78,59858.00,1633.00,0.0123,0.9872,59.05
918.00,64305.50,2006.55,59936.50,1618.83,0.0131,0.9864,60.07
920.00,64460.20,1953.67,60002.70,1608.93,0.0134,0.9856,60.97
922.00,64612.00,1927.59,60076.20,1611.64,0.0134,0.9848,61.84
924.00,64763.90,1915.05,60152.00,1707.69,0.0130,0.9840,62.63
926.00,64919.90,1928.38,60234.10,1772.59,0.0130,0.9832,62.20
928.00,65076.70,2000.90,60405.10,1787.24,0.0123,0.9824,61.19
930.00,65242.60,2041.73,60620.70,1841.33,0.0123,0.9816,60.35
932.00,65408.70,2099.14,60829.60,1844.18,0.0120,0.9810,59.47
934.00,65578.10,2155.03,61038.00,1818.33,0.0119,0.9804,58.62
936.00,65748.90,2154.18,61237.70,1884.73,0.0116,0.9798,57.72
938.00,65924.80,2070.45,61443.90,1898.79,0.0117,0.9790,57.08
940.00,66099.90,1972.66,61639.80,1928.99,0.0121,0.9784,57.04
942.00,66268.50,1957.10,61791.10,1938.77,0.0120,0.9776,56.87
944.00,66438.90,1995.30,61954.50,1953.54,0.0111,0.9769,56.52
946.00,66623.60,1917.77,62131.80,2046.26,0.0120,0.9762,56.60
948.00,66794.50,1987.57,62283.90,1973.34,0.0113,0.9756,56.32
950.00,66976.30,1950.84,62466.90,1937.31,0.0118,0.9751,56.20
952.00,67149.50,2013.60,62631.60,1939.32,0.0126,0.9744,55.73
954.00,67312.60,2049.81,62823.70,1890.58,0.0118,0.9734,54.96
956.00,67487.30,2053.01,63042.20,1929.46,0.0119,0.9726,54.49
958.00,67660.70,2064.31,63233.30,1945.62,0.0121,0.9720,54.10
960.00,67830.10,2118.10,63424.70,2039.43,0.0119,0.9715,53.52
962.00,68003.10,2160.25,63638.60,1998.77,0.0118,0.9709,52.88
964.00,68178.40,2213.95,63864.70,2006.16,0.0116,0.9703,52.60
966.00,68356.20,2203.90,64054.90,2045.35,0.0112,0.9698,53.35
968.00,68539.50,2231.73,64162.00,2077.09,0.0116,0.9692,54.25
970.00,68717.40,2213.08,64258.30,2010.96,0.0113,0.9685,54.99
972.00,68900.50,2219.18,64363.00,2001.17,0.0118,0.9683,55.90
974.00,69075.90,2224.27,64450.30,1956.82,0.0114,0.9680,56.61
976.00,69257.50,2090.33,64551.60,1924.49,0.0115,0.9677,57.04
978.00,69437.40,1979.22,64672.60,1930.69,0.0135,0.9676,57.75
980.00,69590.70,1959.05,64772.90,1913.51,0.0138,0.9676,58.10
982.00,69740.80,1971.99,64903.10,1919.51,0.0134,0.9673,58.31
984.00,69895.20,1992.21,65045.40,1994.40,0.0123,0.9670,58.34
986.00,70063.60,1931.41,65208.60,2028.29,0.0124,0.9667,58.64
988.00,70230.60,1939.60,65351.70,2084.91,0.0130,0.9666,59.11
990.00,70390.20,1926.62,65482.10,2117.46,0.0120,0.9664,59.43
992.00,70562.30,1883.57,65626.60,2174.02,0.0123,0.9661,60.01
994.00,70730.70,1854.00,65751.10,2153.82,0.0126,0.9660,60.59
996.00,70895.00,1763.37,65878.20,2109.85,0.0139,0.9659,61.39
998.00,71043.80,1732.38,65986.60,2018.11,0.0145,0.9658,62.03
1000.00,71186.50,1715.24,66108.10,1969.39,0.0146,0.9657,62.56
1002.00,71328.40,1722.58,66233.50,1940.62,0.0146,0.9656,63.08
1004.00,71470.30,1716.41,66361.60,2000.94,0.0144,0.9654,63.56
1006.00,71614.50,1704.06,66498.30,1990.96,0.0153,0.9652,64.27
1008.00,71750.30,1712.62,66620.40,1915.55,0.0158,0.9651,64.91
1010.00,71881.50,1760.17,66739.90,1997.26,0.0158,0.9649,65.44
1012.00,72012.80,1765.95,66872.40,1973.75,0.0149,0.9647,65.79
1014.00,72152.10,1801.02,67022.20,1940.72,0.0153,0.9646,65.76
1016.00,72287.60,1842.66,67195.70,2040.06,0.0150,0.9642,65.36
1018.00,72425.70,1913.71,67398.00,2056.95,0.0147,0.9638,64.95
1020.00,72566.80,2009.86,67608.80,2047.66,0.0140,0.9634,64.43
1022.00,72715.20,2018.05,67824.40,2116.72,0.0143,0.9630,64.13
1024.00,72860.30,1920.60,68024.80,2165.53,0.0155,0.9626,64.01
1026.00,72994.10,1921.31,68212.90,2224.81,0.0153,0.9620,63.97
1028.00,73130.20,1971.72,68398.80,2197.69,0.0147,0.9613,63.96
1030.00,73271.60,1882.78,68585.50,2242.83,0.0135,0.9606,63.69
1032.00,73426.30,1859.77,68793.00,2196.04,0.0146,0.9598,63.94
1034.00,73568.70,1844.65,68955.90,2231.12,0.0142,0.9589,63.85
1036.00,73715.10,1846.03,69146.20,2220.26,0.0145,0.9580,63.91
1038.00,73858.90,1803.70,69326.70,2009.58,0.0142,0.9570,63.73
1040.00,74005.70,1759.07,69514.30,1958.13,0.0152,0.9559,63.43
1042.00,74143.60,1820.29,69692.90,1960.28,0.0164,0.9553,63.20
1044.00,74271.40,1809.15,69866.40,2002.63,0.0146,0.9553,62.37
1046.00,74414.80,1785.26,70098.40,1918.86,0.0153,0.9552,62.06
1048.00,74551.60,1777.78,70288.00,1948.59,0.0155,0.9551,61.66
1050.00,74686.60,1777.51,70485.60,1906.10,0.0156,0.9551,61.97
1052.00,74821.20,1755.57,70630.40,1863.54,0.0159,0.9551,62.60
1054.00,74953.00,1732.35,70747.60,1852.38,0.0157,0.9552,63.25
1056.00,75086.20,1691.75,70860.70,1762.25,0.0163,0.9548,64.21
1058.00,75214.70,1657.25,70946.60,1765.05,0.0169,0.9546,65.19
1060.00,75339.00,1651.97,71026.80,1735.20,0.0162,0.9543,65.94
1062.00,75468.10,1635.57,71120.50,1719.65,0.0161,0.9537,66.51
1064.00,75598.00,1623.88,71227.00,1712.53,0.0163,0.9532,66.25
1066.00,75727.10,1640.37,71388.70,1728.57,0.0167,0.9528,66.04
1068.00,75852.50,1649.16,71547.90,1704.85,0.0157,0.9525,65.51
1070.00,75986.00,1644.62,71723.50,1702.78,0.0157,0.9521,65.15
1072.00,76119.60,1649.82,71879.60,1760.08,0.0159,0.9516,64.84
1074.00,76251.60,1677.32,72033.40,1766.85,0.0151,0.9512,64.36
1076.00,76391.20,1711.87,72204.60,1816.13,0.0148,0.9509,64.81
1078.00,76533.70,1695.13,72313.10,1850.80,0.0136,0.9506,65.38
1080.00,76688.20,1672.42,72415.20,1903.73,0.0131,0.9503,66.15
1082.00,76848.60,1676.58,72506.40,1990.10,0.0143,0.9500,67.30
1084.00,76995.70,1681.56,72571.30,2011.33,0.0138,0.9498,68.11
1086.00,77148.10,1671.98,72663.80,2012.34,0.0132,0.9506,69.29
1088.00,77307.30,1661.52,72724.70,2019.11,0.0131,0.9512,70.33
1090.00,77468.30,1642.85,72795.10,1930.15,0.0154,0.9519,71.08
1092.00,77605.20,1624.90,72883.50,1917.20,0.0132,0.9520,70.84
1094.00,77764.40,1619.67,73032.20,1922.73,0.0135,0.9521,71.07
1096.00,77920.40,1618.58,73153.90,1983.60,0.0139,0.9527,71.23
1098.00,78071.80,1603.83,73282.30,1873.65,0.0136,0.9531,71.17
1100.00,78226.50,1593.92,73438.10,1858.63,0.0151,0.9542,71.40
1102.00,78365.00,1603.12,73559.30,1844.56,0.0150,0.9546,71.13
1104.00,78504.60,1608.63,73722.30,1846.10,0.0150,0.9550,70.91
1106.00,78644.00,1630.21,73879.80,1797.22,0.0144,0.9560,70.62
1108.00,78789.50,1621.97,74039.20,1748.91,0.0147,0.9569,70.58
1110.00,78932.00,1600.19,74172.90,1840.38,0.0145,0.9577,70.49
1112.00,79075.60,1652.48,74306.50,1797.99,0.0157,0.9553,70.14
1114.00,79208.90,1662.32,74483.20,1777.22,0.0132,0.9511,69.51
1116.00,79368.00,1627.20,74678.70,1778.83,0.0136,0.9480,69.85
1118.00,79523.10,1605.01,74806.50,1757.41,0.0155,0.9444,70.49
1120.00,79659.50,1612.59,74915.80,1743.80,0.0153,0.9405,70.54
1122.00,79798.80,1613.19,75063.00,1698.46,0.0152,0.9369,70.62
1124.00,79938.80,1618.94,75204.60,1657.66,0.0151,0.9337,70.74
1126.00,80080.70,1623.83,75335.90,1652.37,0.0154,0.9322,70.53
1128.00,80219.90,1596.93,75484.70,1633.46,0.0169,0.9306,70.47
1130.00,80347.00,1606.62,75625.30,1621.58,0.0161,0.9290,70.12
1132.00,80480.40,1589.21,75780.80,1650.28,0.0170,0.9276,70.12
1134.00,80607.00,1581.61,75916.20,1648.17,0.0167,0.9265,69.87
1136.00,80736.30,1574.16,76070.90,1640.30,0.0168,0.9254,69.70
1138.00,80864.80,1566.70,76218.10,1669.05,0.0170,0.9247,69.05
1140.00,80992.20,1558.82,76401.90,1714.51,0.0175,0.9239,67.01
1142.00,81115.70,1592.18,76695.20,1671.39,0.0179,0.9232,64.93
1144.00,81236.90,1600.66,77000.20,1681.71,0.0156,0.9225,62.37
1146.00,81375.90,1600.67,77344.50,1659.08,0.0160,0.9220,60.29
1148.00,81511.00,1614.48,77638.40,1620.54,0.0160,0.9216,58.12
1150.00,81646.90,1596.71,77953.40,1618.36,0.0175,0.9215,57.04
1152.00,81770.70,1572.94,78183.20,1590.17,0.0187,0.9210,58.25
1154.00,81886.70,1573.63,78251.00,1596.04,0.0183,0.9209,59.21
1156.00,82005.60,1579.69,78328.30,1601.26,0.0170,0.9208,60.02
1158.00,82133.50,1573.61,78416.10,1605.71,0.0172,0.9208,61.07
1160.00,82259.70,1568.87,78488.20,1608.88,0.0178,0.9209,62.20
1162.00,82381.60,1567.03,78555.00,1607.86,0.0170,0.9212,63.07
1164.00,82509.30,1582.22,78637.10,1630.49,0.0183,0.9210,63.28
1166.00,82628.00,1584.26,78768.90,1625.12,0.0173,0.9210,62.75
1168.00,82753.50,1578.21,78946.90,1597.91,0.0166,0.9210,62.27
1170.00,82884.20,1584.00,79118.60,1670.73,0.0175,0.9212,62.08
1172.00,83008.60,1589.51,79273.40,1656.30,0.0174,0.9214,61.75
1174.00,83133.00,1580.83,79453.80,1600.82,0.0188,0.9212,61.65
1176.00,83248.60,1565.62,79605.50,1610.01,0.0205,0.9211,62.27
1178.00,83354.60,1595.37,79704.30,1614.74,0.0188,0.9209,62.65
1180.00,83470.30,1592.44,79820.20,1612.84,0.0186,0.9208,63.24
1182.00,83587.30,1578.36,79922.50,1619.13,0.0196,0.9211,64.02
1184.00,83697.90,1587.22,80012.10,1618.08,0.0198,0.9220,64.65
1186.00,83807.40,1585.79,80107.80,1626.11,0.0191,0.9229,65.13
1188.00,83920.90,1586.30,80212.60,1595.84,0.0200,0.9234,65.55
1190.00,84029.20,1599.27,80313.40,1611.06,0.0205,0.9238,65.00
1192.00,84134.90,1619.87,80477.00,1589.41,0.0198,0.9237,64.24
1194.00,84244.30,1634.49,80649.80,1579.05,0.0188,0.9236,63.40
1196.00,84359.50,1664.85,80828.90,1568.92,0.0188,0.9237,62.72
1198.00,84474.80,1664.48,80996.30,1558.56,0.0190,0.9233,62.11
1200.00,84588.70,1660.03,81155.40,1603.36,0.0189,0.9229,61.43
1202.00,84703.60,1653.80,81327.60,1597.66,0.0186,0.9219,62.26
1204.00,84820.50,1641.27,81416.40,1603.20,0.0184,0.9206,63.62
1206.00,84938.80,1628.18,81472.60,1608.12,0.0172,0.9192,64.83
1208.00,85065.10,1615.89,81539.00,1619.12,0.0179,0.9179,66.36
1210.00,85186.80,1613.08,81585.10,1634.68,0.0180,0.9167,67.78
1212.00,85308.20,1602.31,81637.50,1601.21,0.0177,0.9151,69.15
1214.00,85431.40,1583.12,81691.50,1575.45,0.0175,0.9135,68.80
1216.00,85556.60,1582.42,81837.40,1570.82,0.0187,0.9114,68.15
1218.00,85674.10,1586.47,81999.00,1580.01,0.0174,0.9094,67.05
1220.00,85800.50,1594.29,82198.00,1570.53,0.0180,0.9076,66.29
1222.00,85923.00,1586.30,82371.70,1565.85,0.0175,0.9057,65.30
1224.00,86049.40,1593.75,82560.60,1588.33,0.0178,0.9035,64.45
1226.00,86173.60,1609.07,82738.90,1577.57,0.0174,0.9013,61.33
1228.00,86301.00,1612.93,83053.50,1591.50,0.0166,0.8989,62.46
1230.00,86434.90,1610.61,83123.90,1578.83,0.0163,0.8965,63.68
1232.00,86571.40,1608.41,83185.60,1592.39,0.0163,0.8939,64.96
1234.00,86708.70,1606.36,83244.80,1565.48,0.0163,0.8916,66.27
1236.00,86846.20,1597.40,83296.80,1567.48,0.0163,0.8893,67.60
1238.00,86984.10,1582.13,83348.10,1594.88,0.0170,0.8876,68.61
1240.00,87116.90,1586.71,83418.50,1600.28,0.0174,0.8843,68.16
1242.00,87246.80,1614.50,83571.60,1577.11,0.0164,0.8809,67.40
1244.00,87385.70,1637.91,83732.20,1589.96,0.0152,0.8796,66.84
1246.00,87535.10,1620.44,83875.80,1582.00,0.0159,0.8777,66.63
1248.00,87678.40,1605.62,84002.80,1594.12,0.0154,0.8760,66.20
1250.00,87826.80,1578.68,84135.30,1619.96,0.0151,0.8756,66.20
1252.00,87978.30,1630.45,84246.00,1634.71,0.0157,0.8753,67.51
1254.00,88124.10,1622.76,84296.40,1653.76,0.0140,0.8727,68.38
1256.00,88288.40,1623.81,84378.30,1668.15,0.0145,0.8710,69.75
1258.00,88447.20,1619.38,84431.40,1662.75,0.0144,0.8707,70.97
1260.00,88607.20,1596.66,84486.60,1664.95,0.0145,0.8689,72.24
1262.00,88765.90,1575.71,84544.60,1668.08,0.0155,0.8673,73.69
1264.00,88914.20,1588.45,84593.80,1659.10,0.0152,0.8659,74.61
1266.00,89066.60,1590.69,84668.70,1655.26,0.0150,0.8647,75.54
1268.00,89221.00,1614.41,84743.20,1652.14,0.0147,0.8622,75.83
1270.00,89378.70,1571.49,84856.90,1636.16,0.0140,0.8613,74.21
1272.00,89544.70,1554.35,85069.90,1615.42,0.0161,0.8602,73.25
1274.00,89689.20,1558.65,85246.70,1611.87,0.0165,0.8587,71.90
1276.00,89830.60,1563.25,85447.90,1580.55,0.0162,0.8566,70.94
1278.00,89974.70,1600.63,85628.60,1583.65,0.0152,0.8559,70.01
1280.00,90128.60,1612.85,85805.10,1594.57,0.0152,0.8538,69.31
1282.00,90283.00,1600.91,85975.30,1582.62,0.0149,0.8528,68.54
1284.00,90440.70,1598.46,86145.60,1608.22,0.0157,0.8516,68.01
1286.00,90590.60,1584.72,86306.70,1613.10,0.0153,0.8504,67.22
1288.00,90744.40,1575.33,86491.60,1609.51,0.0145,0.8499,66.53
1290.00,90906.40,1579.33,86671.10,1607.02,0.0160,0.8501,66.83
1292.00,91053.20,1570.02,86790.50,1604.91,0.0154,0.8499,66.69
1294.00,91205.60,1572.09,86936.70,1585.19,0.0158,0.8500,66.75
1296.00,91354.70,1583.45,87067.90,1576.72,0.0148,0.8490,66.52
1298.00,91514.10,1594.83,87216.20,1606.90,0.0152,0.8477,66.57
1300.00,91669.60,1631.06,87355.60,1641.49,0.0152,0.8467,66.46
1302.00,91824.70,1629.01,87514.70,1622.54,0.0144,0.8465,65.98
1304.00,91988.70,1631.40,87689.80,1604.44,0.0155,0.8479,65.88
1306.00,92141.20,1588.03,87837.60,1576.63,0.0171,0.8476,65.86
1308.00,92279.40,1585.85,87991.00,1635.28,0.0171,0.8468,65.60
1310.00,92417.20,1610.91,88160.90,1619.31,0.0157,0.8462,65.07
1312.00,92567.50,1612.21,88363.00,1626.45,0.0151,0.8457,64.69
1314.00,92724.00,1583.30,88550.20,1610.73,0.0165,0.8460,64.61
1316.00,92867.20,1587.57,88713.80,1570.38,0.0166,0.8463,64.24
1318.00,93009.30,1600.65,88886.70,1588.05,0.0159,0.8463,63.72
1320.00,93158.20,1588.39,89072.50,1590.78,0.0165,0.8467,63.46
1322.00,93301.30,1601.47,89242.60,1617.85,0.0167,0.8468,63.12
1324.00,93443.10,1611.13,89424.40,1555.93,0.0157,0.8470,62.61
1326.00,93593.20,1597.46,89614.70,1553.44,0.0162,0.8473,62.98
1328.00,93738.80,1589.00,89734.10,1561.79,0.0171,0.8476,63.66
1330.00,93876.60,1591.76,89833.50,1563.30,0.0166,0.8479,64.12
1332.00,94018.30,1584.86,89948.20,1599.80,0.0168,0.8483,64.70
1334.00,94158.70,1584.14,90060.20,1603.33,0.0171,0.8480,65.23
1336.00,94296.30,1593.34,90181.50,1620.22,0.0170,0.8473,65.60
1338.00,94435.30,1578.03,90315.40,1594.75,0.0166,0.8464,65.62
1340.00,94577.60,1585.78,90474.90,1599.47,0.0175,0.8453,64.91
1342.00,94712.50,1596.85,90677.30,1573.67,0.0171,0.8443,63.95
1344.00,94851.30,1599.41,90906.80,1579.34,0.0164,0.8433,62.97
1346.00,94995.60,1594.64,91121.90,1565.64,0.0164,0.8422,62.09
1348.00,95140.40,1595.94,91332.80,1581.89,0.0168,0.8409,61.28
1350.00,95282.30,1611.42,91550.60,1597.43,0.0160,0.8397,61.25
1352.00,95430.70,1630.18,91713.70,1643.52,0.0161,0.8382,61.64
1354.00,95579.20,1648.50,91851.70,1625.47,0.0152,0.8368,61.85
1356.00,95736.30,1648.10,92007.10,1632.20,0.0160,0.8349,62.37
1358.00,95886.20,1675.75,92135.70,1588.14,0.0149,0.8329,62.48
1360.00,96046.90,1648.61,92276.70,1585.31,0.0159,0.8308,62.93
1362.00,96198.60,1631.71,92398.10,1609.31,0.0169,0.8283,63.35
1364.00,96341.40,1678.24,92531.50,1620.43,0.0158,0.8262,63.38
1366.00,96494.70,1706.60,92695.30,1583.09,0.0150,0.8241,63.45
1368.00,96656.90,1684.64,92846.50,1584.20,0.0158,0.8218,63.88
1370.00,96810.50,1666.49,92974.10,1604.98,0.0159,0.8193,64.22
1372.00,96964.10,1643.13,93112.70,1587.91,0.0171,0.8167,64.77
1374.00,97107.60,1643.37,93237.20,1589.22,0.0166,0.8140,65.02
1376.00,97255.90,1667.15,93377.80,1616.12,0.0155,0.8111,64.99
1378.00,97415.40,1667.84,93539.70,1603.75,0.0158,0.8083,65.18
1380.00,97572.20,1672.87,93688.60,1586.23,0.0161,0.8054,65.38
1382.00,97726.40,1673.20,93831.40,1594.11,0.0154,0.8026,65.38
1384.00,97888.40,1667.35,93984.60,1586.15,0.0158,0.8003,65.60
1386.00,98046.70,1667.92,94123.80,1580.85,0.0158,0.7963,65.63
1388.00,98205.50,1663.40,94277.90,1595.36,0.0159,0.7916,65.58
1390.00,98364.90,1652.51,94441.80,1577.32,0.0157,0.7869,65.50
1392.00,98526.80,1653.88,94608.30,1587.69,0.0163,0.7822,65.60
1394.00,98683.60,1656.10,94760.30,1601.05,0.0163,0.7775,65.58
1396.00,98841.90,1653.28,94924.10,1598.10,0.0158,0.7738,65.48
1398.00,99005.20,1646.11,95092.20,1589.97,0.0156,0.7696,65.42
1400.00,99171.30,1639.66,95257.50,1610.47,0.0166,0.7656,66.42
1402.00,99329.00,1642.14,95367.60,1614.68,0.0159,0.7620,67.38
1404.00,99493.70,1641.10,95479.40,1642.13,0.0157,0.7591,68.42
1406.00,99661.10,1639.87,95584.60,1648.84,0.0159,0.7558,69.53
1408.00,99827.40,1640.85,95693.60,1632.95,0.0157,0.7534,70.55
1410.00,99996.00,1637.15,95799.90,1670.63,0.0160,0.7508,71.67
1412.00,100162.00,1630.26,95901.40,1676.66,0.0162,0.7478,72.73
1414.00,100327.00,1626.93,96015.70,1654.75,0.0167,0.7440,73.70
1416.00,100488.00,1625.40,96135.20,1631.22,0.0170,0.7425,74.76
1418.00,100647.00,1614.00,96233.70,1631.99,0.0167,0.7415,75.66
1420.00,100809.00,1617.88,96334.00,1675.44,0.0175,0.7375,76.82
1422.00,100964.00,1635.88,96445.00,1717.88,0.0174,0.7331,77.76
1424.00,101121.00,1650.16,96575.50,1688.28,0.0178,0.7313,77.79
1426.00,101275.00,1670.04,96742.20,1680.83,0.0178,0.7311,77.38
1428.00,101429.00,1673.84,96920.10,1643.48,0.0170,0.7305,76.80
1430.00,101590.00,1666.94,97100.40,1642.03,0.0177,0.7353,76.54
1432.00,101744.00,1680.59,97235.00,1667.06,0.0178,0.7329,76.17
1434.00,101897.00,1694.36,97429.30,1667.90,0.0169,0.7268,75.57
1436.00,102060.00,1687.19,97655.40,1675.76,0.0168,0.7247,74.34
1438.00,102224.00,1685.60,97897.90,1667.01,0.0175,0.7247,73.03
1440.00,102382.00,1695.96,98131.90,1668.43,0.0166,0.7231,71.39
1442.00,102548.00,1687.97,98395.40,1650.43,0.0173,0.7213,70.08
1444.00,102708.00,1709.26,98640.60,1656.87,0.0162,0.7218,68.43
1446.00,102879.00,1724.40,98891.60,1652.39,0.0162,0.7231,67.02
